基金代码,基金名称,基金类型,基金经理,今日净值,昨日净值,累计净值,今日涨跌幅,过去一月涨跌幅,过去三月涨跌幅,过去六月涨跌幅,过去一年涨跌幅,过去三年涨跌幅,成立以来涨跌幅
100061,富国中国中小盘混合,QDII,张峰,2.0673,2.07,2.605,-0.13%,9.12%,10.40%,19.10%,35.45%,37.43%,175.15%
100066,富国纯债债券发起A/B,债券型,朱梦娜,1.0934,1.0933,1.3743,0.01%,-0.38%,1.34%,3.45%,6.03%,18.29%,42.79%
100068,富国纯债债券发起C,债券型,朱梦娜,1.0926,1.0924,1.3394,0.02%,-0.41%,1.25%,3.25%,5.56%,16.73%,38.27%
100072,富国强回报定开债A/B,定开债券,黄纪亮,1.6593,1.659,1.689,0.02%,-0.24%,1.90%,4.87%,8.64%,25.87%,70.50%
100073,富国强回报定开债C,定开债券,黄纪亮,1.5933,1.593,1.623,0.02%,-0.31%,1.79%,4.66%,8.22%,24.07%,63.77%
110001,易方达平稳增长混合,混合型,陈皓,3.6462,3.633,4.958,0.36%,4.37%,-0.33%,21.06%,40.74%,48.41%,839.70%
110002,易方达策略成长混合,混合型,梁裕宁,3.46,3.452,5.305,0.23%,1.83%,-6.09%,9.84%,27.82%,17.64%,563.84%
110003,易方达上证50指数A,股票指数,张胜记,1.7834,1.7676,3.6676,0.89%,0.65%,1.20%,0.44%,14.99%,57.87%,453.29%
110005,易方达积极成长混合,混合型,王超,0.7011,0.699,5.0302,0.29%,0.84%,1.87%,15.50%,28.50%,26.58%,599.54%
110007,易方达稳健收益债券A,债券型,胡剑,1.3111,1.3097,2.2303,0.11%,-1.14%,-0.99%,3.92%,8.43%,22.48%,176.54%
110008,易方达稳健收益债券B,债券型,胡剑,1.3122,1.3107,2.2783,0.11%,-1.11%,-0.91%,4.08%,8.76%,23.53%,186.21%
110009,易方达价值精选混合,混合型,葛秋石,1.2086,1.2016,3.1936,0.58%,7.08%,8.36%,13.18%,26.64%,40.25%,424.97%
110010,易方达价值成长混合,混合型,武阳,1.9321,1.9169,2.3259,0.79%,6.75%,-8.14%,10.72%,31.32%,30.38%,140.98%
110011,易方达中小盘混合,混合型,张坤,5.3998,5.4019,6.2919,-0.04%,7.25%,9.37%,11.20%,33.60%,86.27%,580.02%
110012,易方达科汇灵活配置混合,混合型,杨嘉文,1.8263,1.817,6.336,0.51%,3.47%,7.77%,17.81%,36.39%,38.31%,236.92%
110013,易方达科翔混合,混合型,陈皓,3.6661,3.652,9.235,0.39%,6.81%,1.36%,28.47%,58.13%,67.25%,480.43%
110015,易方达行业领先混合,混合型,冯波,2.9237,2.907,3.343,0.57%,6.06%,1.68%,13.39%,36.17%,69.82%,266.58%
110017,易方达增强回报债券A,债券型,王晓晨,1.2667,1.264,2.217,0.22%,-0.55%,-0.46%,3.35%,8.05%,22.31%,175.68%
110018,易方达增强回报债券B,债券型,王晓晨,1.2576,1.255,2.142,0.21%,-0.63%,-0.62%,3.06%,7.56%,20.70%,161.56%
110019,易方达深证100ETF联接A,联接基金,成曦,1.2999,1.2965,1.2965,0.26%,2.05%,-5.31%,7.94%,22.59%,27.38%,29.65%
110020,易方达沪深300ETF联接A,联接基金,余海燕,1.359,1.3495,1.3495,0.71%,0.81%,-5.23%,-0.18%,7.76%,16.52%,34.95%
110021,易方达上证中盘ETF联接A,联接基金,刘树荣,1.3483,1.3376,1.3376,0.80%,1.63%,-5.68%,2.08%,3.55%,8.36%,33.76%
110022,易方达消费行业股票,股票型,萧楠,3.2042,3.157,3.157,1.50%,6.55%,6.51%,7.31%,22.70%,80.61%,215.70%
110023,易方达医疗保健行业混合,混合型,杨桢霄,2.8929,2.897,2.897,-0.14%,5.27%,16.81%,31.74%,68.23%,114.28%,189.70%
110025,易方达资源行业混合,混合型,兰传杰,0.7559,0.756,0.756,-0.01%,2.02%,-15.53%,-4.42%,-5.62%,-15.72%,-24.40%
110026,易方达创业板ETF联接A,联接基金,成曦,2.0984,2.1024,2.1024,-0.19%,2.55%,-5.71%,21.21%,35.79%,15.45%,110.24%
110027,易方达安心回报债券A,债券型,张清华,1.7628,1.757,2.678,0.33%,-1.40%,-3.88%,4.40%,10.02%,22.50%,204.47%
110028,易方达安心回报债券B,债券型,张清华,1.7389,1.733,2.622,0.34%,-1.42%,-3.99%,4.15%,9.61%,21.27%,195.70%
110029,易方达科讯混合,混合型,陈皓,1.379,1.3744,6.5726,0.34%,6.11%,0.53%,25.91%,51.72%,45.15%,64.48%
110030,易方达沪深300量化增强,股票指数,官泽帆,2.4638,2.4484,2.4484,0.63%,1.18%,-3.72%,1.23%,10.17%,24.44%,144.84%
110031,易方达恒生国企ETF联接A,QDII-指数,余海燕,1.1206,1.1154,1.1154,0.46%,-1.99%,-7.35%,-7.94%,-2.47%,0.71%,11.54%
110032,易方达恒生国企ETF联接现汇A,QDII-指数,余海燕,0.158,0.1569,0.1569,0.71%,-2.55%,-8.51%,-8.89%,-5.43%,-2.67%,-0.70%
110033,易方达恒生国企ETF联接现钞A,QDII-指数,余海燕,0.1576,0.1569,0.1569,0.46%,-2.55%,-8.51%,-8.89%,-5.43%,-2.67%,-0.70%
110035,易方达双债增强债券A,债券型,王晓晨,1.6034,1.599,1.749,0.28%,-2.56%,-4.02%,10.28%,21.60%,28.54%,82.45%
110036,易方达双债增强债券C,债券型,王晓晨,1.5509,1.547,1.697,0.25%,-2.64%,-4.15%,9.95%,21.05%,27.22%,76.81%
110037,易方达纯债债券A,债券型,张雅君,1.1162,1.116,1.442,0.02%,-0.89%,1.53%,3.66%,6.49%,19.18%,49.54%
110038,易方达纯债债券C,债券型,张雅君,1.1141,1.114,1.405,0.01%,-0.89%,1.35%,3.39%,6.02%,17.76%,44.84%
110052,易方达安源中短债债券C,债券型,李一硕,1.0417,1.0416,1.0416,0.01%,-0.09%,1.59%,2.74%,--,--,4.16%
110053,易方达安源中短债债券A,债券型,李一硕,1.0446,1.0445,1.0445,0.01%,-0.06%,1.66%,2.90%,--,--,4.45%
112002,易方达策略成长二号混合,混合型,梁裕宁,1.0611,1.06,3.285,0.10%,1.83%,-6.03%,10.04%,28.45%,18.59%,227.72%
118001,易方达亚洲精选股票,QDII,张坤,1.1225,1.123,1.123,-0.05%,10.42%,6.34%,14.48%,30.28%,29.68%,12.30%
118002,易方达标普消费品指数A,QDII-指数,张胜记,1.8981,1.885,1.885,0.69%,8.27%,-4.02%,-6.96%,3.86%,16.72%,88.50%
121001,国投瑞银融华债券,混合型,颜文浩,1.4757,1.4712,3.0212,0.30%,-1.50%,-1.74%,-0.47%,2.74%,-9.41%,377.83%
121002,国投瑞银景气行业混合,混合型,伍智勇,1.5182,1.4997,3.666,1.24%,5.81%,0.06%,17.38%,28.98%,37.50%,645.44%
121003,国投瑞银核心企业混合,混合型,吉莉,0.9233,0.9229,2.5679,0.04%,3.24%,-4.69%,16.34%,35.34%,60.45%,185.70%
121005,国投瑞银创新动力混合,混合型,孙文龙,0.8614,0.8582,3.461,0.37%,6.73%,17.02%,41.08%,63.86%,71.32%,484.77%
121006,国投瑞银稳健增长混合,混合型,孙文龙,2.1665,2.161,3.257,0.25%,5.52%,14.04%,34.81%,56.14%,64.56%,381.51%
121008,国投瑞银成长优选混合,混合型,桑俊,0.7391,0.7358,3.1258,0.44%,4.00%,0.95%,21.96%,47.25%,46.84%,80.80%
121009,国投瑞银稳定增利债券,债券型,蔡玮菁,1.0416,1.041,1.8176,0.05%,-1.44%,-1.68%,3.32%,7.45%,16.80%,112.01%
121010,国投瑞银瑞源灵活配置混合,混合型,董晗,1.8304,1.8271,2.0794,0.18%,4.57%,-1.00%,20.28%,38.34%,54.19%,130.47%
121012,国投瑞银优化增强债券A/B,债券型,董晗,1.5563,1.555,1.889,0.08%,-0.13%,0.06%,5.14%,7.69%,20.92%,98.61%
128112,国投瑞银优化增强债券C,债券型,董晗,1.5374,1.536,1.842,0.09%,-0.20%,-0.07%,4.92%,7.26%,19.72%,91.56%
150008,瑞和小康,固定收益,殷瑞飞,--,1.034,1.359, ,1.97%,-8.09%,3.50%,8.89%,16.31%,35.93%
150009,瑞和远见,分级杠杆,殷瑞飞,1.0204,1.008,1.631,1.23%,0.40%,-2.23%,0.90%,23.39%,46.42%,63.08%
150012,国联安双禧A中证100指数,固定收益,黄欣,1.0561,1.056,1.459,0.01%,0.38%,1.15%,2.42%,4.97%,15.00%,70.20%
150013,国联安双禧B中证100指数,分级杠杆,黄欣,1.0338,1.019,1.307,1.45%,1.39%,-6.26%,-2.39%,15.01%,30.63%,42.85%
150016,兴全合润分级混合A,固定收益,谢治宇,--,1.0675,2.791, ,5.90%,1.85%,6.75%,6.75%,29.29%,179.10%
150017,兴全合润分级混合B,分级杠杆,谢治宇,1.4502,1.4412,6.7925,0.63%,5.91%,1.86%,27.99%,54.52%,120.19%,579.25%
150018,银华稳进,固定收益,周毅,1.0181,1.018,1.533,0.01%,0.39%,1.09%,2.19%,4.50%,14.12%,67.82%
150019,银华锐进,分级杠杆,周毅,1.1068,1.098,1.098,0.81%,3.78%,-10.80%,14.49%,44.47%,34.89%,9.80%
150022,申万菱信深证成指分级收益,固定收益,龚丽丽,1.0271,1.027,1.4637,0.01%,2.13%,-3.21%,10.60%,18.88%,9.34%,56.73%
150023,申万菱信深证成指分级进取,分级杠杆,龚丽丽,0.0988,0.0966,0.0966,2.32%,2.11%,-33.79%,2.22%,9.77%,-3.98%,-90.34%
150028,信诚中证500指数分级A,固定收益,黄稚,1.0152,1.015,1.515,0.02%,0.40%,1.20%,2.31%,4.73%,14.89%,65.20%
150029,信诚中证500指数分级B,分级杠杆,黄稚,1.2636,1.263,1.938,0.04%,4.29%,-7.54%,17.05%,23.46%,-0.86%,-37.40%
150030,银华中证等权90指数金利,固定收益,张凯,1.0202,1.02,1.531,0.02%,0.39%,1.19%,2.49%,5.00%,15.76%,-59.96%
150031,银华中证等权90指数鑫利,分级杠杆,张凯,1.1206,1.106,0.567,1.32%,0.36%,-15.18%,6.65%,34.22%,-1.95%,-88.44%
150032,嘉实多利分级债券优先,固定收益,王茜,1.0086,1.0084,1.4594,0.02%,0.42%,1.21%,2.44%,5.00%,15.79%,56.56%
150033,嘉实多利分级债券进取,分级杠杆,王茜,0.8136,0.8109,1.1044,0.33%,-6.17%,-6.00%,8.61%,7.21%,-10.17%,4.89%
150049,南方消费收益,固定收益,肖勇,1.0101,1.01,1.515,0.01%,0.40%,1.19%,2.37%,4.70%,-36.09%,-31.85%
150050,南方消费进取,分级杠杆,肖勇,1.2955,1.288,4.916,0.58%,10.46%,25.61%,37.09%,90.44%,82.73%,391.64%
150051,信诚沪深300指数分级A,固定收益,HANYILING,1.0202,1.02,1.434,0.02%,0.30%,1.09%,2.19%,4.49%,14.11%,52.95%
150052,信诚沪深300指数分级B,分级杠杆,HANYILING,0.7225,0.712,1.471,1.48%,1.86%,-14.11%,-4.69%,10.90%,1.84%,-28.83%
